mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	diminuendo_line	decrescendo_hairpin	crescendo_hairpin	Ottava:8va
181	180	2155/4	2155/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1195				177						
181	180	539	539	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1196				177						
181	180	540	540	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1197				177						
182	181	541	541	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1198				177						
182	181	541	541	0.75	0	0	Chord	3/4	2	2	3/16		1/8	3/2	1199										
182	181	2167/4	2167/4	0.25	3/16	3/16	Chord	3/4	2	2	1/16		1/16	1	1200										
182	181	542	542	0.75	1/4	1/4	Chord	3/4	2	2	3/16		1/8	3/2	1201										
182	181	2171/4	2171/4	0.25	7/16	7/16	Chord	3/4	2	2	1/16		1/16	1	1202										
182	181	543	543	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	1203										
183	182	544	544	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1204				177						
183	182	544	544	0.75	0	0	Chord	3/4	2	2	3/16		1/8	3/2	1205										
183	182	2179/4	2179/4	0.25	3/16	3/16	Chord	3/4	2	2	1/16		1/16	1	1206										
183	182	545	545	0.75	1/4	1/4	Chord	3/4	2	2	3/16		1/8	3/2	1207										
183	182	2183/4	2183/4	0.25	7/16	7/16	Chord	3/4	2	2	1/16		1/16	1	1208										
183	182	546	546	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	1209										
184	183	547	547	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1210				177						
184	183	547	547	0.75	0	0	Chord	3/4	2	2	3/16		1/8	3/2	1211										
184	183	2191/4	2191/4	0.25	3/16	3/16	Chord	3/4	2	2	1/16		1/16	1	1212										
184	183	548	548	0.75	1/4	1/4	Chord	3/4	2	2	3/16		1/8	3/2	1213										
184	183	2195/4	2195/4	0.25	7/16	7/16	Chord	3/4	2	2	1/16		1/16	1	1214										
184	183	549	549	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	1215										
185	184	550	550	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	1216				177						
185	184	2203/4	2203/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1217				177						
185	184	551	551	1.5	1/4	1/4	Chord	3/4	2	1	3/8		1/4	3/2	1218				177						
185	184	1105/2	1105/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1219				177						
186	185	553	553	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	1220				177						
186	185	2215/4	2215/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1221				177						
186	185	554	554	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1222				177						
186	185	555	555	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1223				177						
187	186	556	556	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	1224				177						
187	186	2227/4	2227/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1225				177						
187	186	557	557	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1226				177						
187	186	558	558	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1227				177						
188	187	559	559	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	1228				177						
188	187	2239/4	2239/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1229				177						
188	187	560	560	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1230				177						
188	187	561	561	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1231				177						
189	188	562	562	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	1232				177						
189	188	2251/4	2251/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1233				177						
189	188	563	563	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1234				177						
189	188	564	564	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1235				177						
190	189	565	565	0.0	0	0	StaffText	3/4	2	1	0							poco rit.	177						
190	189	565	565	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1236				177						
190	189	1131/2	1131/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1237				177						
190	189	566	566	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1238				177						
190	189	567	567	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1239				177						
191	190	568	568	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1240				177						
191	190	1137/2	1137/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1241				177						
191	190	569	569	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1242				177						
191	190	570	570	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1243				177						
192	191	571	571	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	1244				177						
192	191	2287/4	2287/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1245				177						
192	191	572	572	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1246				177						
192	191	573	573	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1247				177						
193	192	574	574	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	1248				177						
193	192	2299/4	2299/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1249				177						
193	192	575	575	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1250				177						
193	192	576	576	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1251				177						
194	193	577	577	0.0	0	0	Dynamic	3/4	1	1	0					p									
194	193	577	577	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1252				178						
194	193	1155/2	1155/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1253				178						
194	193	578	578	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1254		ornamentShortTrill		178						
194	193	579	579	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1255				178						
194	193	1159/2	1159/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1256				178						
194	193	577	577	0.0	0	0	Spanner	3/4	2	1	0									114	114				
194	193	577	577	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1257					114	114				
194	193	578	578	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1258					114	114				
194	193	579	579	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1259					114	114				
195	194	580	580	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	1260										
195	194	580	580	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1261										
195	194	580	580	0.0	0	0	Spanner	3/4	2	1	0														
195	194	580	580	0.0	0	0	Spanner	3/4	2	1	0									115	115				
195	194	580	580	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1262					115	115				
195	194	581	581	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1263					115	115				
195	194	582	582	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1264					115	115				
196	195	583	583	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1265				179						
196	195	1167/2	1167/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1266				179						
196	195	584	584	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1267		ornamentShortTrill		179						
196	195	585	585	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1268				179						
196	195	583	583	0.0	0	0	Spanner	3/4	2	1	0														
196	195	583	583	0.0	0	0	Spanner	3/4	2	1	0									116	116				
196	195	583	583	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1269					116	116				
196	195	584	584	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1270					116	116				
196	195	585	585	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1271					116	116				
197	196	586	586	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	1272										
197	196	586	586	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1273										
197	196	586	586	0.0	0	0	Spanner	3/4	2	1	0														
197	196	586	586	0.0	0	0	Spanner	3/4	2	1	0									117	117				
197	196	586	586	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1274					117	117				
197	196	587	587	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1275					117	117				
197	196	588	588	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1276					117	117				
198	197	589	589	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1277				180						
198	197	1179/2	1179/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1278				180						
198	197	590	590	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1279		ornamentShortTrill		180						
198	197	591	591	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1280										
198	197	589	589	0.0	0	0	Spanner	3/4	2	1	0														
198	197	589	589	0.0	0	0	Spanner	3/4	2	1	0									118	118				
198	197	589	589	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1281					118	118				
198	197	590	590	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1282					118	118				
198	197	591	591	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1283					118	118				
199	198	592	592	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1284				181						
199	198	1185/2	1185/2	1.0	1/8	1/8	Chord	3/4	1	1	1/4		1/4	1	1285										
199	198	594	594	0.0	1/2	1/2	Dynamic	3/4	1	1	0					f									
199	198	594	594	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1286		articAccentAbove								
199	198	592	592	0.0	0	0	Spanner	3/4	2	1	0														
199	198	592	592	0.0	0	0	Spanner	3/4	2	1	0									119	119				
199	198	592	592	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1287				182	119	119				
199	198	593	593	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1288					119	119				
199	198	594	594	0.0	1/2	1/2	Spanner	3/4	2	1	0														
200	199	595	595	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1289				183						
200	199	1191/2	1191/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1290				183						
200	199	596	596	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1291		ornamentShortTrill		183						
200	199	597	597	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1292				183						
201	200	598	598	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1293				183						
201	200	599	599	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	1294										
202	201	601	601	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1295				184						
202	201	602	602	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1296				184						
202	201	603	603	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1297				184						
202	201	601	601	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1298				185						
202	201	602	602	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1299				185						
202	201	603	603	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1300				185						
202	201	601	601	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	1301										
203	202	604	604	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1302		ornamentShortTrill		184						
203	202	1209/2	1209/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1303				184						
203	202	605	605	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1304										
203	202	606	606	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1305				186						
203	202	604	604	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1306				185						
203	202	1209/2	1209/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1307				185						
203	202	605	605	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1308										
203	202	606	606	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1309				187						
203	202	604	604	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	1310										
204	203	607	607	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1311		ornamentShortTrill		186						
204	203	608	608	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1312				186						
204	203	609	609	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1313				186						
204	203	607	607	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1314				187						
204	203	608	608	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1315				187						
204	203	609	609	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1316				187						
204	203	607	607	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	1317										
205	204	610	610	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1318		ornamentShortTrill		186						
205	204	1221/2	1221/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1319				186						
205	204	611	611	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1320										
205	204	612	612	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1321		articAccentAbove								
205	204	610	610	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1322				187						
205	204	1221/2	1221/2	1.5	1/8	1/8	Chord	3/4	2	1	3/8		1/4	3/2	1323				187						
205	204	611	611	0.0	1/4	1/4	Spanner	3/4	2	1	0									120	120				
205	204	610	610	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	1324					120	120				
205	204	611	611	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	1325					120	120				
206	205	613	613	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1326				188						
206	205	1227/2	1227/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1327				188						
206	205	614	614	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1328		ornamentShortTrill		188						
206	205	615	615	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1329				188						
206	205	1231/2	1231/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1330				188						
206	205	613	613	0.0	0	0	Spanner	3/4	2	1	0														
206	205	613	613	0.0	0	0	Spanner	3/4	2	1	0									121	121				
206	205	613	613	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1331					121	121				
206	205	614	614	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1332					121	121				
206	205	615	615	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1333					121	121				
207	206	616	616	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	1334										
207	206	616	616	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1335										
207	206	616	616	0.0	0	0	Spanner	3/4	2	1	0														
207	206	616	616	0.0	0	0	Spanner	3/4	2	1	0									122	122				
207	206	616	616	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1336					122	122				
207	206	617	617	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1337					122	122				
207	206	618	618	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1338					122	122				
208	207	619	619	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1339				189						
208	207	1239/2	1239/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1340				189						
208	207	620	620	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1341		ornamentShortTrill		189						
208	207	621	621	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1342				189						
208	207	619	619	0.0	0	0	Spanner	3/4	2	1	0														
208	207	619	619	0.0	0	0	Spanner	3/4	2	1	0									123	123				
208	207	619	619	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1343					123	123				
208	207	620	620	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1344					123	123				
208	207	621	621	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1345					123	123				
209	208	622	622	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	1346										
209	208	622	622	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	1347										
209	208	624	624	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1348		articAccentAbove								
209	208	622	622	0.0	0	0	Spanner	3/4	2	1	0														
209	208	622	622	0.0	0	0	Spanner	3/4	2	1	0									124	124				
209	208	622	622	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1349					124	124				
209	208	623	623	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1350					124	124				
209	208	624	624	0.0	1/2	1/2	Spanner	3/4	2	1	0														
210	209	625	625	0.0	0	0	StaffText	3/4	1	1	0							sotto voce							
210	209	625	625	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1351										
210	209	1251/2	1251/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1352				190						
210	209	626	626	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	1353				190						
210	209	1879/3	1879/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	1354				190						
210	209	1880/3	1880/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	1355				190						
210	209	627	627	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1356				190						
210	209	1255/2	1255/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1357				190						
210	209	625	625	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1358				191						
210	209	626	626	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1359										
210	209	627	627	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1360				192						
211	210	628	628	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	1361				190						
211	210	2515/4	2515/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1362				190						
211	210	629	629	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1363				190						
211	210	630	630	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1364										
211	210	628	628	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1365				192						
211	210	629	629	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1366				192						
211	210	630	630	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1367										
212	211	631	631	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1368				193						
212	211	1263/2	1263/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1369				193						
212	211	632	632	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	1370				193						
212	211	1897/3	1897/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	1371				193						
212	211	1898/3	1898/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	1372				193						
212	211	633	633	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1373				193						
212	211	1267/2	1267/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1374				193						
212	211	631	631	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1375				194						
212	211	632	632	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1376										
212	211	633	633	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1377				195						
213	212	634	634	0.0	0	0	Spanner	3/4	1	1	0								193			4			
213	212	634	634	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	1378				193			4			
213	212	2539/4	2539/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1379				193			4			
213	212	635	635	0.0	1/4	1/4	Spanner	3/4	1	1	0								193						
213	212	635	635	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1380				193						
213	212	636	636	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1381				193						
213	212	634	634	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1382				195						
213	212	635	635	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1383				195						
213	212	636	636	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1384										
214	213	637	637	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	1385				193						
214	213	2551/4	2551/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1386				193						
214	213	638	638	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1387				193						
214	213	639	639	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	1388				193						
214	213	2559/4	2559/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1389				193						
214	213	637	637	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1390				196						
214	213	638	638	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1391										
214	213	639	639	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1392				197						
215	214	640	640	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1393				193						
215	214	641	641	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	1394				193						
215	214	2567/4	2567/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1395				193						
215	214	642	642	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1396				193						
215	214	640	640	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1397										
215	214	641	641	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1398				198						
215	214	642	642	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1399										
216	215	643	643	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	1400				193						
216	215	2575/4	2575/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1401				193						
216	215	644	644	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1402				193						
216	215	645	645	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1403				193						
216	215	643	643	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1404										
216	215	644	644	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1405				199						
216	215	645	645	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1406										
217	216	646	646	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	1407				193						
217	216	2587/4	2587/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1408				193						
217	216	647	647	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1409				193						
217	216	648	648	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1410										
217	216	646	646	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1411										
217	216	647	647	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1412				200						
217	216	648	648	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1413										
218	217	649	649	0.0	0	0	Spanner	3/4	2	1	0											5			
218	217	649	649	0.0	0	0	Spanner	3/4	2	1	0									125	125	5			
218	217	649	649	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1414				201	125	125	5			
219	218	652	652	0.0	0	0	Spanner	3/4	2	1	0								201	125	125				
219	218	652	652	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1415				201	125	125				
220	219	655	655	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1416				201	125	125				
221	220	658	658	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1417				201	125	125				
222	221	661	661	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1418					125	125				
223	222	664	664	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1419					125	125				
224	223	667	667	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1420				202						
224	223	668	668	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	1421		articAccentBelow		202						
224	223	1339/2	1339/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1422				202						
224	223	667	667	0.0	0	0	Spanner	3/4	2	1	0														
225	224	670	670	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	1423										
225	224	2683/4	2683/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1424										
225	224	671	671	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1425										
225	224	672	672	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1426										
225	224	670	670	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	1427										
225	224	671	671	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	1428										
225	224	672	672	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	1429										
